# Combined PARSEC isochrone (>= 0.55 Msun), Henry & McCarthy 1993, AJ, 106, 773's relation (0.09 Msun <= M <= 0.48 Msun), and Baraffe et al. 2003, A&A, 402, 701's isochrone (M <= 0.08 Msun)
# References for the PARSEC isochrone : 
# Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
#       Mini     MPD      Rad    MV_j    MI_c   MJ_2M   MH_2M   MK_2M
0.9495865107  0.9490    0.880   5.195   4.434   3.931   3.627   3.554
0.9570828676  0.9570    0.890   5.145   4.393   3.895   3.596   3.524
0.9905620813  0.9900    0.935   4.926   4.213   3.741   3.462   3.395
0.9994832277  0.9990    0.947   4.869   4.166   3.701   3.427   3.360
1.0195083618  1.0190    0.977   4.743   4.060   3.609   3.345   3.281
1.0476024151  1.0470    1.020   4.569   3.914   3.481   3.231   3.171
1.0493797064  1.0490    1.023   4.558   3.905   3.473   3.224   3.164
1.0714724064  1.0710    1.061   4.425   3.791   3.371   3.131   3.073
1.0943802595  1.0930    1.102   4.290   3.674   3.265   3.035   2.979
1.0992764235  1.0980    1.111   4.261   3.649   3.243   3.015   2.959
1.1118823290  1.1110    1.134   4.188   3.585   3.186   2.962   2.907
1.1322767735  1.1310    1.175   4.070   3.483   3.092   2.876   2.823
1.1491730213  1.1480    1.209   3.974   3.398   3.015   2.805   2.753
1.1612401009  1.1600    1.234   3.907   3.339   2.960   2.755   2.703
1.1880831718  1.1870    1.294   3.761   3.209   2.841   2.643   2.593
1.1990698576  1.1980    1.317   3.702   3.156   2.792   2.597   2.547
1.2489664555  1.2480    1.438   3.458   2.932   2.579   2.394   2.346
1.2725000381  1.2720    1.502   3.349   2.829   2.479   2.297   2.249
1.2988630533  1.2980    1.578   3.231   2.714   2.367   2.187   2.139
1.3039369583  1.3040    1.594   3.208   2.692   2.345   2.166   2.118
1.3366823196  1.3360    1.700   3.065   2.550   2.203   2.025   1.977
1.3487597704  1.3480    1.742   3.012   2.498   2.150   1.972   1.924
1.3626487255  1.3620    1.795   2.951   2.436   2.087   1.909   1.860
1.3952171803  1.3950    1.932   2.808   2.288   1.936   1.755   1.705
1.3986563683  1.3980    1.947   2.794   2.273   1.920   1.738   1.689
1.4107861519  1.4110    2.004   2.740   2.216   1.861   1.678   1.628
1.4449568987  1.4450    2.186   2.593   2.057   1.693   1.503   1.452
1.4485529661  1.4480    2.206   2.578   2.040   1.675   1.484   1.433
1.4539721012  1.4540    2.237   2.558   2.015   1.648   1.455   1.403
1.4692970514  1.4690    2.337   2.503   1.947   1.570   1.371   1.317
1.4845874310  1.4840    2.445   2.452   1.880   1.493   1.286   1.231
1.4984495640  1.4980    2.548   2.408   1.820   1.423   1.208   1.151
1.4999094009  1.5000    2.558   2.403   1.814   1.415   1.199   1.142
1.5180701017  1.5180    2.719   2.330   1.721   1.309   1.084   1.025
1.5212750435  1.5210    2.748   2.312   1.702   1.288   1.062   1.002
1.5275638103  1.5270    2.831   2.172   1.588   1.192   0.979   0.922
1.5289260149  1.5280    2.868   2.073   1.514   1.133   0.933   0.878
1.5293135643  1.5290    2.900   1.990   1.452   1.084   0.894   0.841
1.5294985771  1.5290    2.934   1.917   1.397   1.039   0.858   0.807
1.5295881033  1.5290    2.950   1.875   1.365   1.014   0.838   0.787
1.5296550989  1.5290    2.903   1.948   1.425   1.066   0.884   0.832
1.5297262669  1.5290    2.886   2.019   1.474   1.102   0.909   0.855
1.5299025774  1.5290    3.043   2.022   1.436   1.038   0.824   0.766
1.5302056074  1.5300    3.204   2.024   1.400   0.976   0.742   0.680
1.5307070017  1.5300    3.327   2.061   1.397   0.944   0.688   0.623
1.5312982798  1.5310    3.397   2.125   1.424   0.948   0.670   0.602
1.5318876505  1.5310    3.428   2.202   1.470   0.970   0.675   0.603
1.5324751139  1.5320    3.442   2.294   1.530   1.007   0.693   0.618
1.5330606699  1.5330    3.444   2.399   1.600   1.052   0.715   0.637
1.5336444378  1.5330    3.472   2.492   1.660   1.084   0.726   0.646
1.5343424082  1.5340    3.581   2.552   1.682   1.075   0.692   0.609
1.5351533890  1.5350    3.829   2.531   1.623   0.985   0.577   0.490
1.5353844166  1.5350    3.923   2.510   1.593   0.947   0.534   0.446
1.5357302427  1.5350    4.087   2.458   1.529   0.875   0.454   0.365
1.5363050699  1.5360    4.400   2.353   1.407   0.740   0.308   0.218
1.5367488861  1.5360    4.661   2.262   1.305   0.628   0.191   0.100
1.5371741056  1.5370    4.938   2.170   1.203   0.518   0.075  -0.017
1.5375844240  1.5370    5.221   2.079   1.102   0.410  -0.039  -0.132
1.5379905701  1.5370    5.520   1.988   1.002   0.302  -0.153  -0.247
1.5383934975  1.5380    5.843   1.897   0.901   0.195  -0.267  -0.362
1.5387890339  1.5380    6.168   1.808   0.803   0.087  -0.379  -0.475
1.5392808914  1.5390    6.602   1.698   0.681  -0.043  -0.517  -0.614
1.5398428440  1.5390    7.136   1.574   0.544  -0.191  -0.673  -0.772
1.5402491093  1.5400    7.545   1.485   0.445  -0.298  -0.786  -0.886
1.5407360792  1.5400    8.073   1.378   0.325  -0.428  -0.923  -1.024
1.5411518812  1.5410    8.564   1.287   0.222  -0.540  -1.042  -1.145
1.5416086912  1.5410    9.142   1.185   0.107  -0.665  -1.176  -1.280
1.5420153141  1.5410    9.722   1.092   0.002  -0.781  -1.299  -1.404
1.5423704386  1.5420   10.293   1.007  -0.095  -0.888  -1.412  -1.519
1.5427513123  1.5420   10.946   0.916  -0.200  -1.002  -1.535  -1.644
1.5431381464  1.5430   11.645   0.826  -0.304  -1.117  -1.658  -1.768
1.5435414314  1.5430   12.370   0.737  -0.408  -1.231  -1.779  -1.891
1.5440943241  1.5430   13.087   0.655  -0.504  -1.338  -1.893  -2.006
1.5444808006  1.5440   13.473   0.613  -0.554  -1.393  -1.951  -2.065
1.5448995829  1.5440   12.869   0.676  -0.478  -1.307  -1.860  -1.973
1.5451512337  1.5440   12.211   0.750  -0.390  -1.210  -1.755  -1.867
1.5453221798  1.5450   11.499   0.836  -0.288  -1.097  -1.635  -1.745
1.5454654694  1.5450   10.863   0.916  -0.194  -0.994  -1.523  -1.631
1.5456197262  1.5450   10.234   1.004  -0.093  -0.881  -1.403  -1.510
1.5457844734  1.5450    9.657   1.088   0.004  -0.775  -1.289  -1.394
1.5459789038  1.5450    9.149   1.168   0.096  -0.673  -1.180  -1.283
1.5460559130  1.5450    9.189   1.160   0.087  -0.682  -1.190  -1.293
1.5463920832  1.5460    9.776   1.069  -0.017  -0.797  -1.313  -1.418
1.5468857288  1.5460   10.408   0.975  -0.124  -0.914  -1.438  -1.544
1.5474100113  1.5470   11.096   0.880  -0.233  -1.035  -1.566  -1.675
1.5479029417  1.5470   11.786   0.792  -0.336  -1.147  -1.686  -1.797
1.5483462811  1.5480   12.450   0.712  -0.430  -1.251  -1.797  -1.909
1.5484042168  1.5480   12.539   0.702  -0.442  -1.264  -1.811  -1.923
1.5488958359  1.5480   13.340   0.613  -0.546  -1.379  -1.933  -2.047
1.5493648052  1.5490   14.166   0.528  -0.647  -1.492  -2.054  -2.169
1.5498299599  1.5490   15.078   0.442  -0.751  -1.606  -2.177  -2.294
1.5502679348  1.5490   16.031   0.356  -0.854  -1.720  -2.299  -2.418
1.5506746769  1.5500   17.043   0.273  -0.954  -1.833  -2.419  -2.540
1.5510675907  1.5500   18.128   0.190  -1.056  -1.947  -2.541  -2.664
1.5514239073  1.5500   19.260   0.112  -1.153  -2.056  -2.660  -2.785
1.5517674685  1.5510   20.462   0.031  -1.253  -2.169  -2.781  -2.908
1.5520877838  1.5510   21.740  -0.049  -1.350  -2.278  -2.895  -3.026
1.5523911715  1.5510   23.134  -0.131  -1.448  -2.388  -3.009  -3.145
1.5526723862  1.5510   24.578  -0.211  -1.543  -2.496  -3.122  -3.263
1.5529321432  1.5520   26.095  -0.290  -1.637  -2.604  -3.233  -3.380
1.5531792641  1.5520   27.737  -0.368  -1.732  -2.712  -3.346  -3.498
1.5534063578  1.5520   29.482  -0.445  -1.824  -2.818  -3.458  -3.614
1.5536192656  1.5520   31.301  -0.522  -1.916  -2.925  -3.568  -3.731
1.5538176298  1.5520   33.232  -0.596  -2.007  -3.030  -3.678  -3.847
1.5540028811  1.5520   35.298  -0.668  -2.097  -3.134  -3.787  -3.963
1.5541768074  1.5520   37.493  -0.739  -2.187  -3.240  -3.899  -4.080
1.5543379784  1.5520   39.779  -0.803  -2.278  -3.346  -4.014  -4.199
1.5544887781  1.5520   42.253  -0.863  -2.368  -3.451  -4.128  -4.318
1.5546320677  1.5520   44.880  -0.926  -2.460  -3.559  -4.243  -4.437
1.5547602177  1.5520   47.583  -0.980  -2.545  -3.661  -4.354  -4.553
1.5548841953  1.5520   50.507  -1.033  -2.634  -3.765  -4.467  -4.671
1.5550004244  1.5520   53.525  -1.086  -2.721  -3.871  -4.580  -4.789
1.5551065207  1.5520   56.775  -1.132  -2.805  -3.972  -4.690  -4.904
1.5552077293  1.5520   60.194  -1.174  -2.889  -4.075  -4.801  -5.020
1.5553032160  1.5520   63.849  -1.216  -2.973  -4.177  -4.912  -5.136
1.5554099083  1.5520   68.558  -1.251  -3.071  -4.300  -5.046  -5.277
1.5555107594  1.5520   73.647  -1.275  -3.169  -4.427  -5.181  -5.418
1.5556048155  1.5510   79.078  -1.299  -3.265  -4.551  -5.315  -5.559
1.5556915998  1.5510   84.948  -1.297  -3.355  -4.676  -5.448  -5.699
1.5557720661  1.5510   91.192  -1.292  -3.444  -4.799  -5.580  -5.838
1.5558471680  1.5500   97.894  -1.267  -3.526  -4.922  -5.711  -5.976
1.5559171438  1.5500  104.968  -1.229  -3.604  -5.043  -5.841  -6.114
1.5559818745  1.5490  112.527  -1.172  -3.673  -5.163  -5.968  -6.249
1.5560441017  1.5490  120.630  -1.094  -3.735  -5.284  -6.097  -6.385
1.5561032295  1.5480  129.168  -0.999  -3.789  -5.401  -6.221  -6.518
1.5561177731  1.5480  131.055  -0.978  -3.799  -5.427  -6.247  -6.545
# 1.5561177731  1.5480   10.712   0.758  -0.289  -1.042  -1.536  -1.638
1.5567308664  1.5480   10.964   0.726  -0.326  -1.086  -1.583  -1.685
1.5574027300  1.5490   11.060   0.713  -0.341  -1.102  -1.600  -1.702
1.5580915213  1.5500   11.045   0.711  -0.342  -1.102  -1.599  -1.701
1.5587809086  1.5500   11.029   0.712  -0.340  -1.099  -1.595  -1.697
1.5594110489  1.5510   11.002   0.712  -0.338  -1.096  -1.591  -1.693
1.5601220131  1.5520   10.974   0.712  -0.336  -1.093  -1.587  -1.689
1.5608242750  1.5530   10.959   0.712  -0.335  -1.090  -1.584  -1.686
1.5615231991  1.5530   10.931   0.711  -0.334  -1.088  -1.581  -1.683
1.5621925592  1.5540   10.921   0.711  -0.334  -1.086  -1.579  -1.680
1.5628603697  1.5550   10.906   0.710  -0.333  -1.085  -1.577  -1.678
1.5635479689  1.5560   10.896   0.708  -0.334  -1.085  -1.576  -1.677
1.5642162561  1.5560   10.886   0.706  -0.335  -1.085  -1.575  -1.676
1.5648596287  1.5570   10.876   0.705  -0.336  -1.085  -1.575  -1.676
1.5655796528  1.5580   10.878   0.702  -0.337  -1.086  -1.575  -1.676
1.5657467842  1.5580   10.878   0.702  -0.337  -1.086  -1.575  -1.676
1.5662980080  1.5580   10.886   0.699  -0.339  -1.087  -1.576  -1.677
1.5669883490  1.5590   10.888   0.697  -0.341  -1.089  -1.577  -1.678
1.5676859617  1.5600   10.883   0.694  -0.343  -1.091  -1.579  -1.679
1.5683791637  1.5610   10.891   0.691  -0.346  -1.093  -1.581  -1.681
1.5690844059  1.5610   10.916   0.687  -0.349  -1.096  -1.584  -1.684
1.5698022842  1.5620   10.923   0.683  -0.353  -1.100  -1.588  -1.688
1.5705304146  1.5630   10.949   0.678  -0.358  -1.105  -1.592  -1.693
1.5707886219  1.5630   10.961   0.676  -0.360  -1.106  -1.594  -1.694
1.5708487034  1.5630   10.961   0.676  -0.360  -1.107  -1.594  -1.695
1.5715650320  1.5640   10.991   0.670  -0.366  -1.113  -1.601  -1.701
1.5722641945  1.5650   11.035   0.664  -0.373  -1.120  -1.608  -1.709
1.5729593039  1.5660   11.083   0.657  -0.380  -1.128  -1.617  -1.717
1.5736310482  1.5660   11.144   0.650  -0.389  -1.138  -1.627  -1.728
1.5743007660  1.5670   11.211   0.641  -0.399  -1.149  -1.639  -1.740
1.5749866962  1.5680   11.284   0.632  -0.410  -1.161  -1.653  -1.754
1.5756709576  1.5680   11.383   0.620  -0.423  -1.176  -1.669  -1.770
1.5763455629  1.5690   11.470   0.609  -0.436  -1.191  -1.684  -1.786
1.5770670176  1.5700   11.515   0.602  -0.444  -1.199  -1.694  -1.795
1.5777651072  1.5710   11.753   0.577  -0.475  -1.235  -1.732  -1.834
1.5784369707  1.5710   12.251   0.527  -0.538  -1.308  -1.811  -1.915
1.5789866447  1.5720   13.006   0.452  -0.632  -1.415  -1.928  -2.034
1.5792559385  1.5720   13.825   0.374  -0.729  -1.525  -2.048  -2.156
1.5793861151  1.5720   14.664   0.299  -0.822  -1.632  -2.164  -2.274
1.5794503689  1.5720   15.580   0.225  -0.916  -1.738  -2.280  -2.392
1.5794835091  1.5730   16.537   0.149  -1.010  -1.845  -2.397  -2.511
1.5795019865  1.5730   17.505   0.078  -1.100  -1.948  -2.508  -2.624
1.5795131922  1.5730   18.368   0.019  -1.176  -2.035  -2.603  -2.721
1.5795134306  1.5730   18.389   0.017  -1.177  -2.036  -2.605  -2.722
1.5795191526  1.5730   18.996  -0.022  -1.227  -2.093  -2.667  -2.786
1.5795313120  1.5730   20.340  -0.108  -1.336  -2.218  -2.801  -2.922
1.5795481205  1.5730   21.685  -0.187  -1.435  -2.331  -2.922  -3.047
1.5795780420  1.5730   21.094  -0.154  -1.393  -2.282  -2.871  -2.994
1.5796430111  1.5730   19.722  -0.070  -1.287  -2.161  -2.740  -2.860
1.5801576376  1.5730   20.056  -0.091  -1.314  -2.193  -2.774  -2.894
1.5804642439  1.5730   21.138  -0.156  -1.396  -2.286  -2.875  -2.998
1.5806626081  1.5730   22.159  -0.214  -1.468  -2.369  -2.962  -3.089
1.5808722973  1.5730   23.510  -0.288  -1.559  -2.472  -3.071  -3.202
1.5810533762  1.5730   24.966  -0.362  -1.650  -2.578  -3.181  -3.317
1.5812137127  1.5730   26.543  -0.437  -1.742  -2.684  -3.293  -3.434
1.5813560486  1.5730   28.220  -0.513  -1.835  -2.792  -3.406  -3.554
1.5814826488  1.5720   30.051  -0.590  -1.929  -2.902  -3.522  -3.674
1.5815963745  1.5720   32.037  -0.666  -2.024  -3.012  -3.638  -3.797
1.5816984177  1.5720   34.116  -0.742  -2.117  -3.121  -3.753  -3.918
1.5817915201  1.5710   36.388  -0.815  -2.209  -3.230  -3.868  -4.040
1.5818568468  1.5710   38.349  -0.852  -2.276  -3.314  -3.963  -4.141
1.5819380283  1.5710   41.177  -0.898  -2.365  -3.429  -4.092  -4.277
1.5820140839  1.5700   43.960  -0.957  -2.460  -3.542  -4.216  -4.406
1.5820840597  1.5690   46.683  -1.016  -2.549  -3.648  -4.331  -4.526
1.5821551085  1.5680   49.677  -1.072  -2.640  -3.757  -4.449  -4.649
1.5822261572  1.5670   53.059  -1.125  -2.734  -3.870  -4.572  -4.778
1.5822957754  1.5660   57.168  -1.185  -2.841  -4.000  -4.714  -4.926
1.5823553801  1.5650   63.410  -1.253  -2.985  -4.178  -4.907  -5.128
1.5823945999  1.5630   70.203  -1.306  -3.124  -4.353  -5.097  -5.328
1.5824217796  1.5620   76.130  -1.325  -3.232  -4.495  -5.250  -5.489
1.5824464560  1.5610   82.557  -1.334  -3.335  -4.635  -5.400  -5.648
1.5824686289  1.5590   89.136  -1.320  -3.427  -4.765  -5.541  -5.796
1.5824875832  1.5580   94.636  -1.304  -3.497  -4.867  -5.652  -5.913
1.5825088024  1.5560  100.521  -1.261  -3.560  -4.971  -5.763  -6.031
1.5825294256  1.5530  106.379  -1.220  -3.619  -5.066  -5.866  -6.140
1.5825421810  1.5520  109.258  -1.199  -3.645  -5.110  -5.914  -6.191
1.5825489759  1.5510   98.346  -1.275  -3.537  -4.933  -5.722  -5.988
1.5825495720  1.5510  100.036  -1.263  -3.555  -4.962  -5.753  -6.021
1.5825498104  1.5510   99.668  -1.266  -3.551  -4.956  -5.747  -6.014
1.5825500488  1.5510   99.507  -1.267  -3.549  -4.953  -5.744  -6.011
1.5825501680  1.5500   99.347  -1.268  -3.547  -4.949  -5.740  -6.006
1.5825504065  1.5500   99.875  -1.264  -3.552  -4.959  -5.750  -6.017
1.5825505257  1.5500  100.683  -1.259  -3.560  -4.971  -5.763  -6.032
1.5825510025  1.5500  101.054  -1.255  -3.565  -4.979  -5.772  -6.040
1.5825519562  1.5500  104.341  -1.231  -3.596  -5.032  -5.829  -6.101
1.5825525522  1.5500  107.958  -1.204  -3.632  -5.091  -5.893  -6.169
1.5825535059  1.5500  113.882  -1.143  -3.677  -5.181  -5.989  -6.271
1.5825548172  1.5500  120.880  -1.064  -3.726  -5.284  -6.098  -6.387
1.5825566053  1.5500  128.782  -0.960  -3.769  -5.392  -6.212  -6.509
1.5825589895  1.5490  137.485  -0.832  -3.801  -5.504  -6.330  -6.636
1.5825628042  1.5480  147.555  -0.677  -3.823  -5.624  -6.456  -6.772
1.5825666189  1.5470  154.438  -0.551  -3.820  -5.701  -6.536  -6.859
1.5825668573  1.5470  154.438  -0.551  -3.820  -5.701  -6.536  -6.859
# 1.5825668573  1.5470   99.507  -1.245  -3.540  -4.948  -5.740  -6.008
1.5825669765  1.5470   86.987  -1.316  -3.394  -4.721  -5.494  -5.747
1.5825670958  1.5470   60.779  -1.287  -2.957  -4.124  -4.839  -5.054
1.5825672150  1.5470   61.596  -1.291  -2.973  -4.144  -4.862  -5.078
1.5825674534  1.5460   73.140  -1.335  -3.188  -4.431  -5.178  -5.412
1.5825676918  1.5460   95.138  -1.276  -3.494  -4.874  -5.659  -5.922
1.5825679302  1.5460  120.048  -1.047  -3.710  -5.268  -6.082  -6.372
1.5825684071  1.5460  139.526  -0.796  -3.805  -5.528  -6.356  -6.664
1.5825687647  1.5460  150.264  -0.639  -3.828  -5.655  -6.489  -6.807
1.5825692415  1.5460  154.332  -0.574  -3.830  -5.701  -6.535  -6.857
1.5825698376  1.5460  155.831  -0.527  -3.820  -5.715  -6.551  -6.875
# 1.5825698376  1.5460  112.890  -1.120  -3.656  -5.161  -5.969  -6.251
1.5825699568  1.5460   87.954  -1.305  -3.403  -4.738  -5.514  -5.768
1.5825700760  1.5460   61.455  -1.285  -2.968  -4.140  -4.858  -5.074
1.5825701952  1.5460   62.209  -1.290  -2.984  -4.160  -4.881  -5.099
1.5825704336  1.5460   73.902  -1.330  -3.198  -4.447  -5.196  -5.432
1.5825707912  1.5450   96.085  -1.260  -3.500  -4.889  -5.677  -5.941
1.5825711489  1.5450  121.243  -1.025  -3.714  -5.283  -6.099  -6.389
1.5825715065  1.5450  140.849  -0.768  -3.805  -5.542  -6.371  -6.681
1.5825719833  1.5450  151.689  -0.603  -3.822  -5.670  -6.503  -6.823
1.5825725794  1.5450  155.616  -0.539  -3.824  -5.715  -6.549  -6.873
1.5825731754  1.5450  156.912  -0.505  -3.818  -5.727  -6.563  -6.889
# 1.5825731754  1.5450  114.013  -1.097  -3.660  -5.177  -5.986  -6.270
1.5825732946  1.5450   88.870  -1.294  -3.412  -4.754  -5.531  -5.787
1.5825734138  1.5450   62.095  -1.284  -2.979  -4.155  -4.876  -5.094
1.5825736523  1.5450   62.901  -1.288  -2.994  -4.176  -4.899  -5.118
1.5825738907  1.5440   74.723  -1.323  -3.208  -4.462  -5.214  -5.451
1.5825743675  1.5440   97.041  -1.243  -3.507  -4.904  -5.694  -5.959
1.5825747252  1.5440  122.308  -0.999  -3.717  -5.297  -6.115  -6.407
1.5825753212  1.5440  142.316  -0.736  -3.805  -5.557  -6.387  -6.699
1.5825759172  1.5440  153.093  -0.563  -3.815  -5.685  -6.519  -6.841
1.5825766325  1.5440  157.237  -0.497  -3.816  -5.730  -6.566  -6.891
1.5825773478  1.5430  158.327  -0.478  -3.817  -5.742  -6.579  -6.906
# 1.5825773478  1.5430  115.387  -1.068  -3.665  -5.196  -6.008  -6.293
1.5825774670  1.5430   89.940  -1.280  -3.422  -4.773  -5.553  -5.811
1.5825775862  1.5430   62.915  -1.282  -2.991  -4.174  -4.898  -5.117
1.5825778246  1.5430   63.688  -1.286  -3.007  -4.196  -4.921  -5.142
1.5825780630  1.5430   75.623  -1.316  -3.219  -4.481  -5.235  -5.474
1.5825784206  1.5430   98.210  -1.222  -3.514  -4.921  -5.713  -5.980
1.5825788975  1.5430  123.724  -0.969  -3.720  -5.314  -6.133  -6.427
1.5825793743  1.5430  143.799  -0.697  -3.800  -5.573  -6.404  -6.717
1.5825798512  1.5420  154.687  -0.519  -3.807  -5.700  -6.536  -6.859
1.5825805664  1.5420  158.692  -0.453  -3.808  -5.745  -6.582  -6.909
1.5825812817  1.5420  159.571  -0.452  -3.815  -5.756  -6.593  -6.921
# 1.5825812817  1.5420  116.776  -1.037  -3.669  -5.215  -6.028  -6.315
1.5825814009  1.5420   91.024  -1.266  -3.432  -4.792  -5.575  -5.834
1.5825815201  1.5420   63.673  -1.279  -3.003  -4.193  -4.919  -5.140
1.5825817585  1.5420   64.455  -1.283  -3.019  -4.214  -4.942  -5.165
1.5825821161  1.5420   76.534  -1.307  -3.229  -4.498  -5.256  -5.496
1.5825824738  1.5410   99.393  -1.201  -3.520  -4.938  -5.733  -6.001
1.5825829506  1.5410  125.071  -0.932  -3.718  -5.330  -6.151  -6.447
1.5825835466  1.5410  145.129  -0.650  -3.791  -5.589  -6.421  -6.736
1.5825841427  1.5410  156.299  -0.471  -3.797  -5.716  -6.552  -6.878
1.5825848579  1.5400  160.419  -0.403  -3.798  -5.760  -6.599  -6.928
1.5825856924  1.5400  161.011  -0.425  -3.813  -5.770  -6.608  -6.938
# 1.5825856924  1.5400  118.292  -1.002  -3.672  -5.234  -6.050  -6.339
1.5825858116  1.5400   92.311  -1.245  -3.441  -4.811  -5.597  -5.858
1.5825859308  1.5400   64.470  -1.275  -3.015  -4.212  -4.942  -5.164
1.5825861692  1.5400   65.336  -1.279  -3.031  -4.232  -4.965  -5.189
1.5825864077  1.5400   77.492  -1.297  -3.240  -4.517  -5.277  -5.520
1.5825868845  1.5400  100.521  -1.176  -3.526  -4.956  -5.753  -6.023
1.5825872421  1.5390  126.431  -0.891  -3.715  -5.348  -6.170  -6.467
1.5825878382  1.5390  146.776  -0.599  -3.780  -5.605  -6.438  -6.756
1.5825884342  1.5390  157.890  -0.419  -3.786  -5.731  -6.569  -6.897
1.5825891495  1.5380  161.978  -0.351  -3.786  -5.775  -6.615  -6.947
1.5825898647  1.5380  162.463  -0.397  -3.810  -5.784  -6.622  -6.953
# 1.5825898647  1.5380  119.827  -0.966  -3.675  -5.253  -6.071  -6.362
1.5825899839  1.5380   93.509  -1.219  -3.447  -4.831  -5.619  -5.881
1.5825901031  1.5380   65.382  -1.270  -3.026  -4.230  -4.963  -5.188
1.5825903416  1.5380   66.184  -1.273  -3.042  -4.251  -4.986  -5.212
1.5825905800  1.5380   78.497  -1.286  -3.250  -4.534  -5.298  -5.542
1.5825909376  1.5370  101.661  -1.150  -3.531  -4.972  -5.772  -6.044
1.5825914145  1.5370  127.866  -0.846  -3.711  -5.364  -6.187  -6.487
1.5825918913  1.5370  148.373  -0.544  -3.768  -5.621  -6.455  -6.775
