# Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
2.504795075 2.504 4.709259742 7890.417803 3.488 -0.017 -0.204 -0.377 -0.416 -0.439
2.518064737 2.518 4.883741236 7828.886556 3.458 -0.066 -0.264 -0.443 -0.487 -0.51
2.525810957 2.525 4.860183255 7952.432655 3.464 -0.117 -0.291 -0.458 -0.492 -0.515
2.529551506 2.529 4.767082246 8122.692266 3.482 -0.156 -0.299 -0.449 -0.472 -0.494
2.531020641 2.531 4.656425349 8294.686951 3.503 -0.183 -0.298 -0.432 -0.445 -0.465
2.531872988 2.531 4.532654797 8489.849665 3.526 -0.208 -0.296 -0.413 -0.416 -0.434
2.532337666 2.532 4.433560558 8673.612184 3.545 -0.23 -0.295 -0.398 -0.393 -0.409
2.532633305 2.532 4.348631875 8859.31207 3.562 -0.252 -0.298 -0.387 -0.376 -0.39
2.532845259 2.532 4.278116873 9040.657155 3.576 -0.274 -0.305 -0.381 -0.364 -0.376
2.533004999 2.533 4.218447464 9172.759354 3.588 -0.284 -0.304 -0.372 -0.351 -0.362
2.53305912 2.533 4.206807552 9101.22812 3.591 -0.256 -0.281 -0.354 -0.335 -0.346
2.533127546 2.533 4.21553447 8961.898069 3.589 -0.218 -0.255 -0.337 -0.322 -0.335
2.53319478 2.533 4.287978951 8784.155193 3.575 -0.195 -0.249 -0.343 -0.334 -0.35
2.533280373 2.533 4.469435198 8554.605763 3.539 -0.201 -0.28 -0.392 -0.392 -0.41
2.533378124 2.533 4.728818494 8331.054969 3.489 -0.234 -0.343 -0.474 -0.485 -0.505
2.533492565 2.533 5.042578234 8109.610579 3.433 -0.274 -0.418 -0.57 -0.593 -0.615
2.533621073 2.533 5.375918113 7890.417803 3.379 -0.306 -0.488 -0.661 -0.699 -0.723
2.533760786 2.533 5.702333913 7678.91747 3.327 -0.323 -0.547 -0.742 -0.797 -0.822
2.533910513 2.534 6.020778427 7473.086342 3.279 -0.327 -0.596 -0.815 -0.888 -0.914
2.534067869 2.534 6.355542758 7269.423992 3.233 -0.322 -0.638 -0.881 -0.974 -1.001
2.534230232 2.534 6.690408643 7072.940424 3.188 -0.309 -0.672 -0.94 -1.055 -1.084
2.53439498 2.534 7.029956616 6880.183161 3.145 -0.289 -0.699 -0.993 -1.131 -1.162
2.534559488 2.534 7.37144526 6695.761872 3.104 -0.263 -0.72 -1.041 -1.203 -1.236
2.53472209 2.534 7.709969231 6520.786785 3.065 -0.233 -0.735 -1.083 -1.269 -1.304
2.534883499 2.535 8.047345451 6353.309319 3.028 -0.199 -0.746 -1.121 -1.33 -1.368
2.535053253 2.535 8.36281799 6192.984599 2.994 -0.158 -0.75 -1.153 -1.386 -1.427
2.535239935 2.535 8.664682328 6035.315805 2.964 -0.106 -0.743 -1.174 -1.432 -1.477
2.535472155 2.535 8.936195159 5874.893525 2.937 -0.031 -0.719 -1.182 -1.469 -1.517
2.535676241 2.535 9.087672023 5755.724525 2.923 0.042 -0.682 -1.169 -1.479 -1.53
2.535894155 2.536 9.150664757 5644.168882 2.917 0.134 -0.625 -1.137 -1.468 -1.524
2.536104202 2.536 9.148557981 5544.980204 2.916 0.232 -0.558 -1.093 -1.446 -1.505
2.536292553 2.536 9.121213993 5461.349875 2.919 0.325 -0.492 -1.047 -1.419 -1.479
2.536538362 2.536 9.087672023 5359.200435 2.923 0.442 -0.409 -0.989 -1.383 -1.447
2.536848545 2.536 9.167536439 5238.41619 2.915 0.556 -0.335 -0.948 -1.369 -1.437
2.536942482 2.537 9.237461574 5203.553211 2.909 0.58 -0.324 -0.946 -1.376 -1.445
2.537245035 2.537 9.78706888 5105.05 2.859 0.57 -0.369 -1.019 -1.471 -1.545
2.537547111 2.537 10.54757555 5023.425895 2.793 0.505 -0.465 -1.138 -1.611 -1.689
2.537788868 2.537 11.24223463 4970.499106 2.738 0.435 -0.555 -1.246 -1.731 -1.812
2.538090706 2.538 12.08516669 4916.997642 2.675 0.346 -0.665 -1.372 -1.871 -1.955
2.538392305 2.538 12.93458934 4871.918336 2.616 0.259 -0.77 -1.492 -2.003 -2.09
2.538693428 2.538 13.81505585 4829.475864 2.559 0.173 -0.874 -1.61 -2.132 -2.221
2.538934469 2.539 14.55300387 4798.439241 2.514 0.103 -0.958 -1.704 -2.235 -2.326
2.539175034 2.539 15.35509985 4766.504419 2.468 0.032 -1.043 -1.8 -2.339 -2.432
2.539235354 2.539 15.56512615 4758.82791 2.456 0.015 -1.064 -1.824 -2.365 -2.459
2.539297581 2.539 15.77802518 4751.163764 2.444 -0.004 -1.087 -1.849 -2.392 -2.486
2.539609671 2.539 16.91424609 4711.942694 2.384 -0.097 -1.2 -1.976 -2.529 -2.626
2.539672852 2.539 17.13770429 4705.4374 2.372 -0.117 -1.223 -2.001 -2.556 -2.654
2.539925575 2.54 18.10725613 4676.274537 2.324 -0.193 -1.314 -2.103 -2.665 -2.765
2.540178061 2.54 19.13165959 4647.292417 2.277 -0.269 -1.405 -2.204 -2.774 -2.876
2.540429831 2.54 20.21401785 4618.489919 2.228 -0.345 -1.496 -2.306 -2.884 -2.988
2.540676355 2.54 21.38221267 4589.86593 2.18 -0.42 -1.587 -2.408 -2.993 -3.1
2.540919542 2.541 22.60230051 4560.36916 2.132 -0.496 -1.678 -2.509 -3.103 -3.212
2.541156053 2.541 23.88100749 4532.105385 2.084 -0.568 -1.768 -2.61 -3.212 -3.324
2.541386366 2.541 25.23205629 4504.016782 2.036 -0.641 -1.857 -2.71 -3.32 -3.434
2.541614533 2.541 26.68410524 4474.041416 1.988 -0.713 -1.946 -2.811 -3.429 -3.546
2.541833401 2.542 28.16129648 4446.312675 1.941 -0.785 -2.032 -2.908 -3.53 -3.652
2.54207921 2.542 29.96074752 4413.671435 1.887 -0.865 -2.129 -3.018 -3.645 -3.772
2.542323113 2.542 31.92659807 4380.261112 1.832 -0.946 -2.226 -3.129 -3.761 -3.894
2.542536497 2.542 33.76390307 4351.109371 1.784 -1.016 -2.311 -3.226 -3.863 -4.001
2.542779446 2.542 35.76454011 4321.156545 1.734 -1.089 -2.399 -3.327 -3.969 -4.113
2.542912483 2.543 36.76653012 4306.257543 1.71 -1.123 -2.441 -3.376 -4.019 -4.167
2.543184042 2.543 34.43123851 4341.102097 1.767 -1.043 -2.343 -3.262 -3.9 -4.041
2.543473244 2.543 32.17752563 4378.244391 1.826 -0.959 -2.24 -3.144 -3.776 -3.91
2.543806076 2.543 30.19622445 4411.639332 1.881 -0.878 -2.142 -3.032 -3.659 -3.787
2.544198275 2.544 28.26523788 4448.360749 1.938 -0.796 -2.042 -2.917 -3.538 -3.66
2.544654608 2.544 26.32404623 4486.420744 2 -0.705 -1.931 -2.791 -3.406 -3.522
2.545088768 2.545 24.53311219 4525.848374 2.062 -0.615 -1.819 -2.664 -3.267 -3.379
2.54543066 2.545 23.0968442 4558.269515 2.113 -0.539 -1.724 -2.556 -3.151 -3.26
2.545761585 2.545 21.76971006 4590.922908 2.165 -0.463 -1.629 -2.449 -3.034 -3.141
2.546093225 2.546 20.52828388 4622.745665 2.216 -0.386 -1.534 -2.343 -2.919 -3.023
2.546438217 2.546 19.35765052 4654.789007 2.267 -0.308 -1.439 -2.236 -2.803 -2.905
2.546804428 2.547 18.26638659 4688.133821 2.318 -0.231 -1.345 -2.129 -2.688 -2.787
2.547197819 2.547 17.24458093 4720.630413 2.368 -0.153 -1.251 -2.024 -2.575 -2.671
2.547636509 2.547 16.2874331 4752.257886 2.418 -0.076 -1.158 -1.92 -2.462 -2.556
2.548132658 2.548 15.39404121 4785.198964 2.467 -0.001 -1.067 -1.818 -2.351 -2.443
2.548717499 2.548 14.55635521 4817.259036 2.515 0.075 -0.976 -1.717 -2.242 -2.332
2.549514771 2.549 13.69155089 4854.002548 2.569 0.158 -0.878 -1.606 -2.121 -2.209
2.550698757 2.55 12.78358445 4897.788194 2.628 0.248 -0.77 -1.483 -1.987 -2.072
2.55248642 2.552 11.92209683 4947.661737 2.689 0.335 -0.664 -1.361 -1.852 -1.934
2.555990696 2.556 11.16741472 5007.258356 2.747 0.401 -0.574 -1.253 -1.729 -1.808
2.556942701 2.557 11.07012806 5017.64579 2.755 0.409 -0.562 -1.238 -1.711 -1.789
2.576492786 2.576 11.44860693 5014.18092 2.729 0.339 -0.633 -1.309 -1.783 -1.862
2.599999905 2.6 11.91112123 5013.026495 2.699 0.254 -0.718 -1.395 -1.869 -1.948
2.619634628 2.62 12.33538318 5011.872336 2.671 0.178 -0.794 -1.472 -1.946 -2.025
2.652819157 2.653 13.19631412 5001.496854 2.618 0.044 -0.931 -1.612 -2.088 -2.168
2.682682991 2.683 14.09459642 4980.810284 2.565 -0.074 -1.057 -1.744 -2.225 -2.306
2.688058138 2.688 14.2840922 4976.2249 2.556 -0.094 -1.079 -1.768 -2.25 -2.332
2.704889297 2.705 15.01594417 4940.831009 2.514 -0.16 -1.158 -1.858 -2.35 -2.433
2.720559835 2.721 16.1566994 4879.777273 2.453 -0.238 -1.262 -1.982 -2.489 -2.576
2.725116015 2.725 16.98840652 4836.152643 2.41 -0.288 -1.331 -2.066 -2.583 -2.673
2.726487875 2.727 18.18664732 4782.995805 2.352 -0.36 -1.428 -2.18 -2.711 -2.804
2.726953268 2.727 19.41568176 4736.963082 2.295 -0.435 -1.526 -2.294 -2.838 -2.934
2.727174044 2.727 20.67533927 4694.615194 2.24 -0.511 -1.622 -2.405 -2.96 -3.059
2.727263451 2.727 21.67966888 4664.445252 2.199 -0.568 -1.695 -2.488 -3.051 -3.153
2.727272749 2.728 21.81989442 4660.151117 2.194 -0.576 -1.704 -2.499 -3.063 -3.165
2.727321625 2.728 22.8219445 4633.402194 2.155 -0.632 -1.774 -2.579 -3.15 -3.254
2.727378845 2.728 24.06315923 4601.506078 2.108 -0.699 -1.858 -2.675 -3.255 -3.361
2.72750783 2.728 25.18561991 4576.147349 2.068 -0.758 -1.931 -2.757 -3.345 -3.453
2.727750301 2.728 24.56702936 4590.922908 2.091 -0.726 -1.891 -2.712 -3.295 -3.402
2.729438067 2.73 23.28373484 4621.681361 2.137 -0.658 -1.807 -2.616 -3.191 -3.296
2.730886459 2.731 24.72593054 4586.696458 2.085 -0.733 -1.901 -2.723 -3.308 -3.415
2.731932402 2.732 26.58597823 4544.645372 2.022 -0.823 -2.015 -2.853 -3.449 -3.561
2.732814789 2.733 28.50707411 4504.016782 1.962 -0.91 -2.123 -2.977 -3.581 -3.698
2.733564377 2.734 30.48966445 4466.835922 1.904 -0.995 -2.225 -3.094 -3.704 -3.827
2.73422432 2.734 32.79084776 4412.655266 1.84 -1.063 -2.323 -3.213 -3.834 -3.965
2.734808683 2.735 35.29820694 4362.144019 1.777 -1.134 -2.421 -3.331 -3.963 -4.101
2.735325813 2.735 37.64893061 4327.130569 1.72 -1.214 -2.519 -3.445 -4.083 -4.228
2.735777378 2.736 40.37872903 4280.554196 1.659 -1.283 -2.613 -3.56 -4.207 -4.36
2.73617506 2.736 43.04796687 4247.173475 1.604 -1.361 -2.708 -3.67 -4.322 -4.482
2.736534595 2.736 45.81974257 4215.023497 1.55 -1.438 -2.802 -3.779 -4.437 -4.603
2.73686409 2.736 48.84865888 4182.153799 1.495 -1.514 -2.896 -3.888 -4.552 -4.725
2.737169266 2.736 52.0418402 4148.585069 1.44 -1.582 -2.992 -4 -4.674 -4.852
2.737451792 2.736 55.5076249 4115.285784 1.384 -1.649 -3.088 -4.112 -4.796 -4.98
2.737714291 2.736 59.20421742 4082.253781 1.328 -1.716 -3.184 -4.225 -4.919 -5.108
2.737959147 2.736 63.17607562 4048.554594 1.271 -1.78 -3.28 -4.339 -5.043 -5.238
2.738190412 2.736 67.52314232 4014.209182 1.214 -1.842 -3.377 -4.454 -5.168 -5.369
2.738410473 2.736 72.2025681 3979.238776 1.155 -1.904 -3.475 -4.57 -5.296 -5.503
2.738623619 2.736 77.36644561 3942.756896 1.095 -1.959 -3.573 -4.69 -5.426 -5.64
2.738835335 2.736 83.12901697 3905.710057 1.033 -2.015 -3.674 -4.812 -5.56 -5.78
2.739052296 2.736 89.50610218 3867.229981 0.969 -2.064 -3.778 -4.939 -5.699 -5.927
2.739281893 2.735 96.57231557 3827.366048 0.903 -2.109 -3.884 -5.071 -5.842 -6.077
2.739504576 2.734 103.3362375 3790.530539 0.844 -2.138 -3.975 -5.186 -5.967 -6.21
2.739595413 2.734 106.8938317 3772.245942 0.814 -2.147 -4.02 -5.245 -6.031 -6.277
2.739662647 2.734 110.0405227 3756.643646 0.789 -2.154 -4.058 -5.295 -6.085 -6.334
2.73972559 2.733 113.9600536 3738.522511 0.758 -2.163 -4.104 -5.355 -6.15 -6.403
2.73978734 2.733 119.2209683 3714.496898 0.72 -2.173 -4.162 -5.431 -6.233 -6.491
2.739847422 2.733 126.0528429 3683.83356 0.671 -2.165 -4.232 -5.529 -6.338 -6.602
2.739912987 2.732 134.571361 3648.379443 0.614 -2.151 -4.31 -5.64 -6.459 -6.73
2.739984989 2.732 144.2622312 3609.940136 0.554 -2.119 -4.387 -5.758 -6.586 -6.864
2.740067244 2.73 153.9049701 3574.374063 0.497 -2.074 -4.456 -5.869 -6.705 -6.992
2.740123272 2.73 159.4236121 3554.67582 0.466 -2.046 -4.492 -5.929 -6.77 -7.061
2.740128994 2.73 157.3811248 3561.229809 0.477 -2.054 -4.478 -5.907 -6.747 -7.036
2.740136862 2.73 159.1668586 3555.494409 0.468 -2.046 -4.49 -5.926 -6.767 -7.057
2.74014163 2.73 161.8276192 3546.500292 0.453 -2.032 -4.507 -5.955 -6.797 -7.09
2.740147352 2.729 164.7982687 3536.714476 0.438 -2.009 -4.522 -5.985 -6.83 -7.124
2.740154028 2.729 167.9007534 3526.143643 0.422 -1.985 -4.537 -6.017 -6.863 -7.16
2.740162611 2.729 171.1404402 3514.795001 0.405 -1.958 -4.553 -6.051 -6.899 -7.199
2.74017477 2.729 174.925307 3502.676269 0.385 -1.928 -4.571 -6.088 -6.939 -7.242
2.740193844 2.729 184.6089044 3472.961749 0.339 -1.853 -4.615 -6.179 -7.037 -7.346
2.740213394 2.728 151.0611007 3585.089483 0.513 -2.087 -4.436 -5.836 -6.67 -6.955
2.740213633 2.728 160.7876341 3549.768245 0.459 -2.037 -4.499 -5.942 -6.784 -7.076
2.740213871 2.728 170.2756884 3515.604405 0.41 -1.95 -4.542 -6.038 -6.887 -7.186
2.740214109 2.728 169.3763013 3518.843888 0.413 -1.957 -4.539 -6.031 -6.879 -7.177
2.740214348 2.728 160.7876341 3549.768245 0.459 -2.037 -4.5 -5.943 -6.785 -7.077
2.740214586 2.728 159.6807798 3553.85742 0.465 -2.043 -4.493 -5.931 -6.772 -7.063
2.740214825 2.728 162.4249138 3544.051303 0.45 -2.026 -4.509 -5.96 -6.803 -7.096
2.740215302 2.728 164.9501234 3535.086134 0.437 -2.003 -4.52 -5.986 -6.83 -7.125
2.74021554 2.728 163.2122098 3541.604004 0.446 -2.019 -4.513 -5.969 -6.813 -7.106
2.740215778 2.728 161.0470021 3548.950974 0.457 -2.036 -4.503 -5.947 -6.789 -7.081
2.740216732 2.728 160.7876341 3549.768245 0.458 -2.039 -4.501 -5.944 -6.786 -7.078
2.740217924 2.728 160.1963604 3552.221185 0.462 -2.042 -4.497 -5.937 -6.778 -7.069
2.740219593 2.728 160.2701505 3551.40335 0.461 -2.041 -4.498 -5.938 -6.78 -7.071
2.740221262 2.728 160.8616966 3548.950974 0.458 -2.036 -4.501 -5.944 -6.786 -7.078
2.740223169 2.728 161.3810901 3547.316998 0.456 -2.032 -4.502 -5.948 -6.791 -7.083
2.740226269 2.728 161.7903613 3544.867445 0.453 -2.024 -4.503 -5.953 -6.796 -7.088
2.740234852 2.728 168.4816647 3522.086356 0.418 -1.967 -4.535 -6.022 -6.869 -7.167
2.740239859 2.728 173.4014181 3505.903839 0.393 -1.929 -4.56 -6.072 -6.922 -7.224
2.740243912 2.728 176.5845264 3496.23004 0.378 -1.906 -4.574 -6.101 -6.954 -7.257
2.740249395 2.728 184.1843157 3472.961749 0.341 -1.847 -4.609 -6.174 -7.031 -7.34
2.740256786 2.727 196.0435891 3438.745222 0.287 -1.735 -4.645 -6.281 -7.144 -7.461
2.740265608 2.727 204.669272 3414.286808 0.249 -1.653 -4.666 -6.354 -7.221 -7.544
2.740278721 2.726 212.5458574 3393.126102 0.215 -1.576 -4.685 -6.42 -7.291 -7.619
2.74028635 2.726 213.3303495 3390.783023 0.212 -1.566 -4.686 -6.426 -7.297 -7.626
2.740286827 2.726 199.6423369 3425.310927 0.27 -1.679 -4.645 -6.31 -7.175 -7.495
2.740287066 2.726 205.708693 3409.573053 0.244 -1.63 -4.664 -6.362 -7.23 -7.554
2.740287304 2.726 211.5205879 3395.4708 0.22 -1.582 -4.68 -6.41 -7.28 -7.608
2.740287781 2.726 213.772898 3389.221869 0.211 -1.563 -4.686 -6.428 -7.299 -7.629
2.740288019 2.726 208.2824343 3404.081897 0.234 -1.615 -4.673 -6.383 -7.252 -7.577
2.740288258 2.726 180.4897922 3484.175319 0.357 -1.874 -4.594 -6.141 -6.996 -7.302
2.740288734 2.726 217.046429 3379.091874 0.198 -1.507 -4.679 -6.453 -7.325 -7.657
2.740288973 2.726 224.0023863 3358.922627 0.17 -1.4 -4.667 -6.504 -7.379 -7.717
2.740293026 2.726 175.5305222 3498.645985 0.382 -1.908 -4.568 -6.092 -6.944 -7.247
2.740295887 2.726 166.4380599 3529.392837 0.429 -1.984 -4.525 -6 -6.846 -7.143
2.74029851 2.726 162.9118385 3540.788614 0.447 -2.013 -4.507 -5.963 -6.807 -7.101
2.740301371 2.726 164.8362193 3534.272244 0.436 -1.998 -4.518 -5.985 -6.83 -7.125
2.740304947 2.725 166.7833316 3527.767866 0.426 -1.982 -4.528 -6.006 -6.852 -7.148
2.740309477 2.725 175.6518163 3499.45167 0.381 -1.915 -4.572 -6.095 -6.947 -7.249
2.740315199 2.725 179.7432727 3487.385841 0.361 -1.889 -4.593 -6.134 -6.988 -7.294
2.740322352 2.725 177.7266868 3493.011376 0.371 -1.9 -4.582 -6.115 -6.968 -7.272
2.740333319 2.725 191.1844847 3452.232208 0.308 -1.784 -4.633 -6.238 -7.099 -7.412
2.740351677 2.724 216.8965504 3382.205567 0.198 -1.531 -4.689 -6.453 -7.325 -7.656
2.740379095 2.722 235.2624659 3336.568151 0.127 -1.31 -4.685 -6.591 -7.469 -7.813
2.740380764 2.722 235.2624659 3336.568151 0.127 -1.311 -4.685 -6.591 -7.469 -7.813
2.740381956 2.722 200.3330693 3441.121444 0.267 -1.801 -4.702 -6.332 -7.193 -7.511
2.740381956 2.722 200.3330693 3441.121444 0.267 -1.814 -4.698 -6.332 -7.193 -7.511
2.740383863 2.722 151.5139585 3598.3218 0.51 -2.165 -4.47 -5.854 -6.684 -6.966
2.740386963 2.722 128.7812526 3693.17596 0.65 -2.248 -4.293 -5.583 -6.388 -6.652
2.740391254 2.722 137.4208545 3654.264678 0.594 -2.222 -4.366 -5.691 -6.506 -6.777
2.740397215 2.721 162.0140374 3558.770648 0.451 -2.101 -4.536 -5.969 -6.807 -7.098
2.740404606 2.721 192.6427392 3460.987255 0.301 -1.86 -4.675 -6.262 -7.12 -7.433
2.740413666 2.72 217.7472329 3393.126102 0.194 -1.626 -4.738 -6.473 -7.342 -7.672
2.740424633 2.72 232.4623612 3356.603167 0.137 -1.459 -4.741 -6.584 -7.458 -7.798
2.740437508 2.719 238.9750961 3341.180976 0.113 -1.38 -4.738 -6.63 -7.507 -7.851
2.74045229 2.718 242.132254 3332.728996 0.101 -1.335 -4.733 -6.651 -7.529 -7.876
2.740452528 2.718 258.1384184 3299.134338 0.046 -1.152 -4.721 -6.76 -7.643 -8
2.740453482 2.718 209.3402049 3411.143581 0.228 -1.678 -4.708 -6.403 -7.269 -7.594
2.740455627 2.718 159.6807798 3562.049907 0.463 -2.089 -4.511 -5.939 -6.778 -7.067
2.740458965 2.718 135.7227482 3655.947916 0.604 -2.203 -4.342 -5.666 -6.481 -6.751
2.740463972 2.717 144.7613568 3618.261907 0.548 -2.169 -4.412 -5.773 -6.598 -6.876
