# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Jun 12 07:16:24 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.013778 -0.03000 9.30103 0.0900000036 1.0816895962    0.090 -3.417  3.3654  5.223    0  0.000  0.545     0.00     0.00 -1 -3.93e-17      0.00 7.133e-01 2.729e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 13.312 22.652 19.975 18.132 15.964 13.709 11.235 10.622 10.342
0.013778 -0.03000 9.30103 0.1000000015 1.1711064577    0.100 -3.233  3.3919  5.190    0  0.000  0.545     0.00     0.00 -1 -5.92e-17      0.00 7.132e-01 2.730e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 12.851 22.130 19.488 17.654 15.498 13.248 10.776 10.164 9.880
0.013778 -0.03000 9.30103 0.1007522941 1.1773600578    0.101 -3.222  3.3934  5.188    0  0.000  0.545     0.00     0.00 -1 -6.06e-17      0.00 7.132e-01 2.730e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 12.824 22.099 19.459 17.625 15.470 13.221 10.748 10.136 9.852
0.013778 -0.03000 9.30103 0.1047982275 1.2099817991    0.105 -3.164  3.4011  5.178    0  0.000  0.545     0.00     0.00 -1 -6.87e-17      0.00 7.132e-01 2.730e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 12.679 21.936 19.306 17.475 15.324 13.076 10.604 9.992 9.707
0.013778 -0.03000 9.30103 0.1200000048 1.3193155527    0.120 -2.964  3.4276  5.144    1  0.000  0.545     0.00     0.00 -1 -1.06e-16      0.00 7.130e-01 2.732e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 12.180 20.783 18.375 16.590 14.582 12.432 10.131 9.519 9.227
0.013778 -0.03000 9.30103 0.1270465404 1.3640598059    0.127 -2.897  3.4348  5.130    1  0.000  0.545     0.00     0.00 -1 -1.22e-16      0.00 7.130e-01 2.732e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 12.013 20.224 17.937 16.184 14.261 12.172 9.981 9.367 9.074
0.013778 -0.03000 9.30103 0.1400000006 1.4384527206    0.140 -2.783  3.4469  5.107    0  0.000  0.545     0.00     0.00 -1 -1.55e-16      0.00 7.129e-01 2.733e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 11.728 19.332 17.220 15.520 13.733 11.744 9.724 9.109 8.816
0.013778 -0.03000 9.30103 0.1413833201 1.4458664656    0.141 -2.773  3.4479  5.105    0  0.000  0.545     0.00     0.00 -1 -1.58e-16      0.00 7.129e-01 2.733e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 11.702 19.257 17.160 15.463 13.687 11.706 9.701 9.085 8.792
0.013778 -0.03000 9.30103 0.1599999964 1.5372931957    0.160 -2.642  3.4604  5.078    0  0.000  0.545     0.00     0.00 -1 -2.07e-16      0.00 7.127e-01 2.735e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 11.375 18.326 16.405 14.747 13.109 11.247 9.405 8.788 8.497
0.013778 -0.03000 9.30103 0.2000000030 1.6938791275    0.200 -2.426  3.4791  5.034    1  0.000  0.545     0.00     0.00 -1 -3.21e-16      0.00 7.125e-01 2.737e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 10.835 17.011 15.299 13.699 12.242 10.547 8.912 8.292 8.010
0.013778 -0.03000 9.30103 0.2500000000 1.8403258324    0.250 -2.224  3.4954  4.993    1  0.000  0.545     0.00     0.00 -1 -4.79e-16      0.00 7.122e-01 2.740e-01 2.483e-03 6.700e-04 6.076e-03 -1.000 1.381e-02 10.329 15.933 14.364 12.798 11.471 9.931 8.447 7.826 7.554
